,0,1,2,3,4,5,6,7,8,9,10,11,12,total
0,1.0,11.365,26.0027,1.0,0.0,1.0,1.0,0.0,3.0,2011.0,0.0,2.8377004820233225,32.883053313608286,35.72075379563161
1,1.0,13.635,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2011.0,0.0,2.28286445625809,-1.9949773175422392,0.2878871387158508
2,1.0,13.635,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2011.0,0.0,1.6081469144832106,-7.8190177312150455,0.0
3,1.0,12.879999999999999,11.0014,1.0,3.0,1.0,1.0,0.0,3.0,2011.0,0.0,0.49967972490186147,-3.4999231151886634,0.0
4,1.0,12.879999999999999,11.0014,1.0,4.0,1.0,1.0,0.0,3.0,2011.0,0.0,1.1652311921824794,-9.87091727074262,0.0
5,1.0,11.365,15.001299999999999,1.0,5.0,1.0,1.0,0.0,3.0,2011.0,0.0,1.7812331464889426,1.737146546558626,3.5183796930475686
6,1.0,10.605,15.001299999999999,1.0,6.0,1.0,1.0,0.0,3.0,2011.0,0.0,0.20564904352896293,18.898990892583303,19.104639936112267
7,1.0,10.605,15.001299999999999,1.0,7.0,1.0,1.0,0.0,3.0,2011.0,0.0,0.66029210751146,72.66010251861519,73.32039462612666
8,1.0,10.605,19.0012,1.0,8.0,1.0,1.0,0.0,3.0,2011.0,0.0,5.803108421173466,212.69180802517775,218.49491644635123
9,2.0,11.365,15.001299999999999,1.0,9.0,1.0,1.0,0.0,3.0,2011.0,0.0,3.462716586002088,101.33348868564784,104.79620527164992
10,1.0,11.365,19.9995,1.0,10.0,1.0,1.0,0.0,3.0,2011.0,0.0,4.983827489533033,34.516846492984314,39.50067398251735
11,2.0,13.635,11.0014,1.0,11.0,1.0,1.0,0.0,3.0,2011.0,0.0,7.30815492700007,66.78406626861009,74.09222119561016
12,2.0,16.665,0.0,1.0,12.0,1.0,1.0,0.0,3.0,2011.0,0.0,11.663459333163216,89.44282352609987,101.10628285926309
13,2.0,14.394999999999998,7.0015,1.0,12.999999999999998,1.0,1.0,0.0,3.0,2011.0,0.0,6.2769631228326475,77.9165050600076,84.19346818284023
14,2.0,15.15,8.9981,1.0,14.0,1.0,1.0,0.0,3.0,2011.0,0.0,4.0502921809507635,58.48980164425344,62.5400938252042
15,2.0,15.91,12.998,1.0,15.0,1.0,1.0,0.0,3.0,2011.0,0.0,0.9707016630200427,37.46988892423695,38.44059058725699
16,2.0,15.15,8.9981,1.0,16.0,1.0,1.0,0.0,3.0,2011.0,0.0,4.030821031199537,66.89784749467528,70.92866852587481
17,2.0,15.91,7.0015,1.0,17.0,1.0,1.0,0.0,3.0,2011.0,0.0,8.255163356587001,195.39663768219899,203.65180103878598
18,2.0,12.879999999999999,12.998,1.0,18.0,1.0,1.0,0.0,3.0,2011.0,0.0,-1.0536916272929742,155.55401804370598,154.500326416413
19,1.0,11.365,22.0028,1.0,19.0,1.0,1.0,0.0,3.0,2011.0,0.0,-2.8402449098978444,107.07866960270567,104.23842469280783
20,2.0,12.120000000000001,19.0012,1.0,20.0,1.0,1.0,0.0,3.0,2011.0,0.0,-7.470235246429574,71.50858289419567,64.0383476477661
21,2.0,11.365,16.9979,1.0,21.0,1.0,1.0,0.0,3.0,2011.0,0.0,-5.385907319245501,51.79029755349231,46.404390234246804
22,2.0,10.605,19.0012,1.0,22.0,1.0,1.0,0.0,3.0,2011.0,0.0,-3.4716392641256473,35.79149678321817,32.31985751909252
23,2.0,10.605,22.0028,1.0,23.0,1.0,1.0,0.0,3.0,2011.0,0.0,-2.1630041775577014,20.73706888314474,18.574064705587038
24,2.0,11.365,16.9979,1.0,0.0,1.0,1.0,0.0,4.0,2011.0,0.0,-3.565824129499065,7.900965030006488,4.335140900507423
25,2.0,11.365,16.9979,1.0,1.0,1.0,1.0,0.0,4.0,2011.0,0.0,-2.4164523234352564,3.0513752488405648,0.6349229254053084
26,3.0,12.120000000000001,11.0014,1.0,2.0,1.0,1.0,0.0,4.0,2011.0,0.0,-0.9057847579766026,8.22149140137849,7.315706643401887
27,3.0,10.605,19.9995,1.0,3.0,1.0,1.0,0.0,4.0,2011.0,0.0,-1.7323521091269347,8.54910794843679,6.816755839309855
28,2.0,12.879999999999999,6.0032,1.0,4.0,1.0,1.0,0.0,4.0,2011.0,0.0,3.3144745723774105,-5.086359498655846,0.0
29,1.0,9.85,27.9993,1.0,5.0,1.0,1.0,0.0,4.0,2011.0,0.0,8.203932018504618,12.89737037526765,21.10130239377227
30,1.0,10.605,16.9979,1.0,6.0,1.0,1.0,0.0,4.0,2011.0,0.0,0.5353542636723689,8.683515564283566,9.218869827955935
31,1.0,9.09,19.0012,1.0,7.0,1.0,1.0,0.0,4.0,2011.0,0.0,0.04398214750471893,46.49143316079957,46.535415308304295
32,1.0,9.09,22.0028,1.0,8.0,1.0,1.0,0.0,4.0,2011.0,0.0,5.490282491180686,189.29703202368398,194.78731451486468
33,1.0,9.09,23.9994,1.0,9.0,1.0,1.0,0.0,4.0,2011.0,0.0,6.793827319277288,114.94859994501012,121.7424272642874
34,1.0,8.335,31.000899999999998,1.0,10.0,1.0,1.0,0.0,4.0,2011.0,0.0,10.221031095251995,34.83622674542833,45.05725784068032
35,1.0,9.09,31.000899999999998,1.0,11.0,1.0,1.0,0.0,4.0,2011.0,0.0,13.568808300516881,66.43608870095143,80.00489700146831
36,1.0,9.09,39.0007,1.0,12.0,1.0,1.0,0.0,4.0,2011.0,0.0,13.66442865940496,93.4035125502202,107.06794120962516
37,1.0,7.575,39.0007,1.0,12.999999999999998,1.0,1.0,0.0,4.0,2011.0,0.0,10.175353236259987,84.63420366540582,94.80955690166581
38,1.0,7.575,35.0008,1.0,14.0,1.0,1.0,0.0,4.0,2011.0,0.0,7.511434593135904,62.305527832462346,69.81696242559825
39,1.0,6.06,30.002599999999997,1.0,15.0,1.0,1.0,0.0,4.0,2011.0,0.0,5.999279561493953,36.23517909632602,42.23445865781997
40,1.0,6.819999999999999,23.9994,1.0,16.0,1.0,1.0,0.0,4.0,2011.0,0.0,4.223334736628737,34.686573844616724,38.90990858124546
41,1.0,6.06,23.9994,1.0,17.0,1.0,1.0,0.0,4.0,2011.0,0.0,6.08608258365739,113.95435966160034,120.04044224525772
42,1.0,6.06,16.9979,1.0,18.0,1.0,1.0,0.0,4.0,2011.0,0.0,3.2818447899879537,105.57963768977069,108.86148247975865
43,1.0,5.305,22.0028,1.0,19.0,1.0,1.0,0.0,4.0,2011.0,0.0,-0.5295885699915203,79.49724043317634,78.96765186318483
44,1.0,3.79,27.9993,1.0,20.0,1.0,1.0,0.0,4.0,2011.0,0.0,-0.9881448630747884,67.68323336374245,66.69508850066765
45,1.0,3.79,19.0012,1.0,21.0,1.0,1.0,0.0,4.0,2011.0,0.0,0.9970207895212129,54.30672884433963,55.303749633860846
46,1.0,1.515,26.0027,1.0,22.0,1.0,1.0,0.0,4.0,2011.0,0.0,3.249872912186428,61.04711135811357,64.2969842703
47,1.0,2.275,22.0028,1.0,23.0,1.0,1.0,0.0,4.0,2011.0,0.0,5.845539583428323,55.99638907420451,61.841928657632835
48,1.0,1.515,16.9979,0.0,0.0,1.0,1.0,0.0,5.0,2011.0,0.0,-14.616599375161558,-1.8541393495471596,0.0
49,2.0,0.0,26.0027,0.0,1.0,1.0,1.0,0.0,5.0,2011.0,0.0,-10.578360292366206,39.28760116222872,28.709240869862512
50,2.0,1.515,16.9979,0.0,2.0,1.0,1.0,0.0,5.0,2011.0,0.0,-10.865913316670452,11.35918435849133,0.49327104182087744
51,2.0,1.515,19.0012,0.0,3.0,1.0,1.0,0.0,5.0,2011.0,0.0,-10.635741911429376,-8.74769388203549,0.0
52,2.0,0.76,19.9995,0.0,4.0,1.0,1.0,0.0,5.0,2011.0,0.0,-10.431335210652891,-14.117195655153655,0.0
53,2.0,1.515,15.001299999999999,0.0,6.0,1.0,1.0,0.0,5.0,2011.0,0.0,-8.530351718507143,-1.9560809392138139,0.0
54,1.0,0.76,19.0012,0.0,7.0,1.0,1.0,0.0,5.0,2011.0,0.0,-5.07279147597208,3.954245414138749,0.0
55,1.0,0.0,22.0028,0.0,8.0,1.0,1.0,0.0,5.0,2011.0,0.0,-4.590670544445652,20.285972130932873,15.69530158648722
56,1.0,1.515,16.9979,0.0,9.0,1.0,1.0,0.0,5.0,2011.0,0.0,1.3779001911521274,45.08171704868638,46.45961723983851
57,2.0,3.0299999999999994,11.0014,0.0,10.0,1.0,1.0,0.0,5.0,2011.0,0.0,4.423931706941269,63.503686108906145,67.92761781584741
58,2.0,3.79,8.9981,0.0,11.0,1.0,1.0,0.0,5.0,2011.0,0.0,3.5810808696473844,59.43522436343399,63.016305233081376
59,2.0,5.305,7.0015,0.0,12.0,1.0,1.0,0.0,5.0,2011.0,0.0,1.1137871420401075,59.4946808329896,60.60846797502971
60,1.0,8.335,0.0,0.0,12.999999999999998,1.0,1.0,0.0,5.0,2011.0,0.0,11.499249880643076,61.19535953935703,72.6946094200001
61,1.0,6.819999999999999,7.0015,0.0,14.0,1.0,1.0,0.0,5.0,2011.0,0.0,8.136334666238376,65.56650795601671,73.70284262225508
62,1.0,7.575,0.0,0.0,15.0,1.0,1.0,0.0,5.0,2011.0,0.0,6.540689552148815,57.94066258341597,64.48135213556479
63,1.0,6.819999999999999,12.998,0.0,16.0,1.0,1.0,0.0,5.0,2011.0,0.0,2.718722873363746,60.931629123792426,63.65035199715617
64,1.0,9.85,0.0,0.0,17.0,1.0,1.0,0.0,5.0,2011.0,0.0,0.9315718450250468,51.51927513471494,52.450846979739985
65,1.0,4.545,12.998,0.0,18.0,1.0,1.0,0.0,5.0,2011.0,0.0,-1.0718269021733786,50.477966103218534,49.40613920104516
66,1.0,5.305,8.9981,0.0,19.0,1.0,1.0,0.0,5.0,2011.0,0.0,-3.752884279291609,32.63755825962236,28.88467398033075
67,1.0,3.79,11.0014,0.0,20.0,1.0,1.0,0.0,5.0,2011.0,0.0,-4.022313500391904,31.75854266352436,27.736229163132457
68,1.0,5.305,6.0032,0.0,21.0,1.0,1.0,0.0,5.0,2011.0,0.0,-3.3679145175132086,19.721158471244184,16.353243953730974
69,1.0,7.575,0.0,0.0,22.0,1.0,1.0,0.0,5.0,2011.0,0.0,-0.8940679445075571,18.703924915422885,17.809856970915327
70,1.0,3.79,7.0015,0.0,23.0,1.0,1.0,0.0,5.0,2011.0,0.0,0.984618006729796,13.457801816648585,14.442419823378382
71,1.0,3.79,7.0015,0.0,0.0,1.0,1.0,0.0,6.0,2011.0,0.0,-5.914137514129525,18.53986422625721,12.625726712127687
72,1.0,3.79,7.0015,0.0,1.0,1.0,1.0,0.0,6.0,2011.0,0.0,-4.587485568045799,41.09244953453909,36.50496396649329
73,1.0,3.0299999999999994,8.9981,0.0,2.0,1.0,1.0,0.0,6.0,2011.0,0.0,-2.839293807630632,26.758432444369234,23.9191386367386
74,1.0,3.0299999999999994,8.9981,0.0,3.0,1.0,1.0,0.0,6.0,2011.0,0.0,-0.7745461968311202,13.737461199591765,12.962915002760646
75,2.0,3.79,7.0015,0.0,5.0,1.0,1.0,0.0,6.0,2011.0,0.0,1.7532742410322277,-3.987620495828208,0.0
76,2.0,3.79,7.0015,0.0,6.0,1.0,1.0,0.0,6.0,2011.0,0.0,4.222031762760241,4.871238081735346,9.093269844495588
77,1.0,5.305,11.0014,0.0,7.0,1.0,1.0,0.0,6.0,2011.0,0.0,3.250355410635386,13.510903539955429,16.761258950590815
78,1.0,3.79,11.0014,0.0,8.0,1.0,1.0,0.0,6.0,2011.0,0.0,8.455979148287202,31.572745146398905,40.02872429468611
79,1.0,3.79,23.9994,0.0,9.0,1.0,1.0,0.0,6.0,2011.0,0.0,7.453594014048221,17.112577131007264,24.566171145055485
80,1.0,5.305,26.0027,0.0,10.0,1.0,1.0,0.0,6.0,2011.0,0.0,13.69557658285029,35.255224766200776,48.95080134905106
81,1.0,6.819999999999999,15.001299999999999,0.0,11.0,1.0,1.0,0.0,6.0,2011.0,0.0,18.59301637833925,66.05898591529133,84.65200229363057
82,1.0,6.06,31.000899999999998,0.0,12.0,1.0,1.0,0.0,6.0,2011.0,0.0,8.810451189816488,66.20500416359994,75.01545535341643
83,1.0,5.305,26.0027,0.0,12.999999999999998,1.0,1.0,0.0,6.0,2011.0,0.0,6.852674824604779,66.54182313132299,73.39449795592776
84,1.0,6.819999999999999,23.9994,0.0,14.0,1.0,1.0,0.0,6.0,2011.0,0.0,5.5259076863812755,64.85472463426947,70.38063232065075
85,1.0,6.819999999999999,23.9994,0.0,15.0,1.0,1.0,0.0,6.0,2011.0,0.0,3.0720688766339745,65.56374097127197,68.63580984790595
86,1.0,6.819999999999999,22.0028,0.0,16.0,1.0,1.0,0.0,6.0,2011.0,0.0,0.4116896638299573,66.00430852243929,66.41599818626925
87,1.0,5.305,26.0027,0.0,17.0,1.0,1.0,0.0,6.0,2011.0,0.0,-1.0176076179627405,75.6326241765028,74.61501655854006
88,1.0,6.06,16.9979,0.0,18.0,1.0,1.0,0.0,6.0,2011.0,0.0,1.3464049536379215,59.33958137548644,60.68598632912436
89,1.0,6.06,19.0012,0.0,19.0,1.0,1.0,0.0,6.0,2011.0,0.0,0.22704679002438277,46.934367992946115,47.161414782970496
90,1.0,5.305,16.9979,0.0,20.0,1.0,1.0,0.0,6.0,2011.0,0.0,-2.052749859179765,33.95903940134686,31.90628954216709
91,1.0,5.305,12.998,0.0,21.0,1.0,1.0,0.0,6.0,2011.0,0.0,-2.621483672955801,22.024156548232224,19.402672875276423
92,1.0,4.545,12.998,0.0,22.0,1.0,1.0,0.0,6.0,2011.0,0.0,-1.0497879813162112,15.444113714247917,14.394325732931707
93,1.0,3.0299999999999994,15.001299999999999,0.0,23.0,1.0,1.0,0.0,6.0,2011.0,0.0,2.2145040365793087,12.705798984615877,14.920303021195185
94,1.0,3.0299999999999994,12.998,1.0,0.0,1.0,1.0,0.0,0.0,2011.0,0.0,-9.928789772666754,-10.955475877265362,0.0
95,1.0,2.275,12.998,1.0,1.0,1.0,1.0,0.0,0.0,2011.0,0.0,-9.724579759023094,-4.342891893964317,0.0
96,1.0,1.515,16.9979,1.0,3.0,1.0,1.0,0.0,0.0,2011.0,0.0,-8.482136808019245,-10.669446936762128,0.0
